ENSG00000187961.15	ENSG00000187961.15.3	ENST00000466300.1	962727	+	chr1	1
ENSG00000187961.15	ENSG00000187961.15.4	ENST00000481067.1	963552	+	chr1	1
ENSG00000187583.11	ENSG00000187583.11.1	ENST00000379410.8	966482	+	chr1	3
ENSG00000187583.11	ENSG00000187583.11.1	ENST00000379407.7	966502	+	chr1	3
ENSG00000187583.11	ENSG00000187583.11.1	ENST00000379409.6	966502	+	chr1	3
ENSG00000187583.11	ENSG00000187583.11.2	ENST00000480267.1	970875	+	chr1	1
ENSG00000187583.11	ENSG00000187583.11.3	ENST00000491024.1	973512	+	chr1	1
ENSG00000187642.10	ENSG00000187642.10.1	ENST00000694917.1	982117	-	chr1	3
ENSG00000187642.10	ENSG00000187642.10.1	ENST00000341290.6	982093	-	chr1	3
ENSG00000187642.10	ENSG00000187642.10.1	ENST00000433179.4	982093	-	chr1	3
ENSG00000187642.10	ENSG00000187642.10.2	ENST00000479361.1	976641	-	chr1	1
ENSG00000188290.11	ENSG00000188290.11.1	ENST00000428771.6	1000172	-	chr1	4
ENSG00000188290.11	ENSG00000188290.11.1	ENST00000304952.11	1000097	-	chr1	4
ENSG00000188290.11	ENSG00000188290.11.1	ENST00000481869.1	1000096	-	chr1	4
ENSG00000188290.11	ENSG00000188290.11.1	ENST00000484667.2	999981	-	chr1	4
ENSG00000187608.10	ENSG00000187608.10.1	ENST00000624697.4	1001138	+	chr1	2
ENSG00000187608.10	ENSG00000187608.10.1	ENST00000624652.1	1001145	+	chr1	2
ENSG00000187608.10	ENSG00000187608.10.2	ENST00000649529.1	1013497	+	chr1	1
ENSG00000188157.15	ENSG00000188157.15.1	ENST00000379370.7	1020120	+	chr1	2
ENSG00000188157.15	ENSG00000188157.15.1	ENST00000620552.4	1020123	+	chr1	2
ENSG00000188157.15	ENSG00000188157.15.2	ENST00000651234.1	1034106	+	chr1	2
ENSG00000188157.15	ENSG00000188157.15.2	ENST00000652369.1	1034106	+	chr1	2
ENSG00000188157.15	ENSG00000188157.15.3	ENST00000469403.1	1034867	+	chr1	1
ENSG00000188157.15	ENSG00000188157.15.4	ENST00000479707.1	1045399	+	chr1	1
ENSG00000188157.15	ENSG00000188157.15.5	ENST00000466223.1	1047201	+	chr1	1
ENSG00000188157.15	ENSG00000188157.15.6	ENST00000478677.1	1047475	+	chr1	1
ENSG00000188157.15	ENSG00000188157.15.7	ENST00000492947.1	1048529	+	chr1	1
ENSG00000188157.15	ENSG00000188157.15.8	ENST00000461111.1	1051986	+	chr1	1
ENSG00000237330.3	ENSG00000237330.3.1	ENST00000453464.3	1074306	-	chr1	1
ENSG00000131591.18	ENSG00000131591.18.1	ENST00000475119.5	1116361	-	chr1	11
ENSG00000131591.18	ENSG00000131591.18.1	ENST00000462097.5	1116356	-	chr1	11
ENSG00000131591.18	ENSG00000131591.18.1	ENST00000482816.5	1116243	-	chr1	11
ENSG00000131591.18	ENSG00000131591.18.1	ENST00000379325.7	1116095	-	chr1	11
ENSG00000131591.18	ENSG00000131591.18.1	ENST00000434641.5	1116095	-	chr1	11
ENSG00000131591.18	ENSG00000131591.18.1	ENST00000480643.1	1116089	-	chr1	11
ENSG00000131591.18	ENSG00000131591.18.1	ENST00000477196.5	1116089	-	chr1	11
ENSG00000131591.18	ENSG00000131591.18.1	ENST00000467751.5	1116089	-	chr1	11
ENSG00000131591.18	ENSG00000131591.18.1	ENST00000421241.7	1116089	-	chr1	11
ENSG00000131591.18	ENSG00000131591.18.1	ENST00000472741.5	1116087	-	chr1	11
ENSG00000131591.18	ENSG00000131591.18.1	ENST00000379339.5	1116081	-	chr1	11
ENSG00000131591.18	ENSG00000131591.18.2	ENST00000379319.5	1106127	-	chr1	1
ENSG00000131591.18	ENSG00000131591.18.3	ENST00000427787.5	1092813	-	chr1	2
ENSG00000131591.18	ENSG00000131591.18.3	ENST00000442117.5	1092813	-	chr1	2
ENSG00000131591.18	ENSG00000131591.18.4	ENST00000473600.1	1092294	-	chr1	3
ENSG00000131591.18	ENSG00000131591.18.4	ENST00000379320.5	1092174	-	chr1	3
ENSG00000131591.18	ENSG00000131591.18.4	ENST00000465822.5	1092077	-	chr1	3
ENSG00000131591.18	ENSG00000131591.18.5	ENST00000487177.5	1087636	-	chr1	1
ENSG00000131591.18	ENSG00000131591.18.6	ENST00000464905.1	1084072	-	chr1	1
ENSG00000162571.14	ENSG00000162571.14.1	ENST00000379289.6	1173880	+	chr1	4
ENSG00000162571.14	ENSG00000162571.14.1	ENST00000379290.6	1173880	+	chr1	4
ENSG00000162571.14	ENSG00000162571.14.1	ENST00000506177.1	1173884	+	chr1	4
ENSG00000162571.14	ENSG00000162571.14.1	ENST00000673999.1	1173898	+	chr1	4
ENSG00000162571.14	ENSG00000162571.14.2	ENST00000379288.3	1179697	+	chr1	1
ENSG00000162571.14	ENSG00000162571.14.3	ENST00000460998.1	1180484	+	chr1	2
ENSG00000162571.14	ENSG00000162571.14.3	ENST00000514695.1	1180537	+	chr1	2
ENSG00000162571.14	ENSG00000162571.14.4	ENST00000486379.1	1185036	+	chr1	1
ENSG00000186891.14	ENSG00000186891.14.1	ENST00000379268.7	1206592	-	chr1	3
ENSG00000186891.14	ENSG00000186891.14.1	ENST00000379265.5	1206571	-	chr1	3
ENSG00000186891.14	ENSG00000186891.14.1	ENST00000328596.10	1206571	-	chr1	3
ENSG00000186891.14	ENSG00000186891.14.2	ENST00000486728.5	1205680	-	chr1	1
ENSG00000186827.12	ENSG00000186827.12.1	ENST00000699977.1	1214153	-	chr1	13
ENSG00000186827.12	ENSG00000186827.12.1	ENST00000699978.1	1214153	-	chr1	13
ENSG00000186827.12	ENSG00000186827.12.1	ENST00000699976.1	1214153	-	chr1	13
ENSG00000186827.12	ENSG00000186827.12.1	ENST00000699975.1	1214153	-	chr1	13
ENSG00000186827.12	ENSG00000186827.12.1	ENST00000699973.1	1214153	-	chr1	13
ENSG00000186827.12	ENSG00000186827.12.1	ENST00000699974.1	1214153	-	chr1	13
ENSG00000186827.12	ENSG00000186827.12.1	ENST00000699969.1	1214153	-	chr1	13
ENSG00000186827.12	ENSG00000186827.12.1	ENST00000379236.4	1214153	-	chr1	13
ENSG00000186827.12	ENSG00000186827.12.1	ENST00000699972.1	1214153	-	chr1	13
ENSG00000186827.12	ENSG00000186827.12.1	ENST00000699971.1	1214153	-	chr1	13
ENSG00000186827.12	ENSG00000186827.12.1	ENST00000699979.1	1214152	-	chr1	13
ENSG00000186827.12	ENSG00000186827.12.1	ENST00000497869.5	1214138	-	chr1	13
ENSG00000186827.12	ENSG00000186827.12.1	ENST00000699970.1	1214133	-	chr1	13
ENSG00000186827.12	ENSG00000186827.12.2	ENST00000453580.1	1213498	-	chr1	1
ENSG00000078808.20	ENSG00000078808.20.1	ENST00000465727.5	1232031	-	chr1	4
ENSG00000078808.20	ENSG00000078808.20.1	ENST00000263741.12	1232031	-	chr1	4
ENSG00000078808.20	ENSG00000078808.20.1	ENST00000360001.12	1232001	-	chr1	4
ENSG00000078808.20	ENSG00000078808.20.1	ENST00000459994.2	1231968	-	chr1	4
ENSG00000078808.20	ENSG00000078808.20.2	ENST00000403997.2	1228596	-	chr1	1
ENSG00000078808.20	ENSG00000078808.20.3	ENST00000494748.1	1221351	-	chr1	1
ENSG00000078808.20	ENSG00000078808.20.4	ENST00000478938.1	1220293	-	chr1	1
ENSG00000184163.3	ENSG00000184163.3.1	ENST00000330388.2	1246722	-	chr1	1
ENSG00000184163.3	ENSG00000184163.3.2	ENST00000486627.1	1244724	-	chr1	1
ENSG00000184163.3	ENSG00000184163.3.3	ENST00000468365.1	1244418	-	chr1	1
ENSG00000184163.3	ENSG00000184163.3.4	ENST00000462849.1	1243463	-	chr1	1
ENSG00000184163.3	ENSG00000184163.3.5	ENST00000478606.1	1243158	-	chr1	1
ENSG00000160087.21	ENSG00000160087.21.1	ENST00000464036.5	1273864	-	chr1	17
ENSG00000160087.21	ENSG00000160087.21.1	ENST00000400929.6	1273855	-	chr1	17
ENSG00000160087.21	ENSG00000160087.21.1	ENST00000502382.1	1273854	-	chr1	17
ENSG00000160087.21	ENSG00000160087.21.1	ENST00000477894.5	1273854	-	chr1	17
ENSG00000160087.21	ENSG00000160087.21.1	ENST00000349431.11	1273854	-	chr1	17
ENSG00000160087.21	ENSG00000160087.21.1	ENST00000347370.6	1273854	-	chr1	17
ENSG00000160087.21	ENSG00000160087.21.1	ENST00000450390.6	1273853	-	chr1	17
ENSG00000160087.21	ENSG00000160087.21.1	ENST00000473215.5	1273849	-	chr1	17
ENSG00000160087.21	ENSG00000160087.21.1	ENST00000435198.5	1273844	-	chr1	17
ENSG00000160087.21	ENSG00000160087.21.1	ENST00000461142.3	1273837	-	chr1	17
ENSG00000160087.21	ENSG00000160087.21.1	ENST00000422076.5	1273837	-	chr1	17
ENSG00000160087.21	ENSG00000160087.21.1	ENST00000503294.5	1273833	-	chr1	17
ENSG00000160087.21	ENSG00000160087.21.1	ENST00000400930.8	1273833	-	chr1	17
ENSG00000160087.21	ENSG00000160087.21.1	ENST00000509720.5	1273827	-	chr1	17
ENSG00000160087.21	ENSG00000160087.21.1	ENST00000466752.5	1273815	-	chr1	17
ENSG00000160087.21	ENSG00000160087.21.1	ENST00000491779.5	1273790	-	chr1	17
ENSG00000160087.21	ENSG00000160087.21.1	ENST00000360466.6	1273726	-	chr1	17
ENSG00000160087.21	ENSG00000160087.21.2	ENST00000488418.2	1273471	-	chr1	1
ENSG00000160087.21	ENSG00000160087.21.3	ENST00000471154.1	1263569	-	chr1	1
ENSG00000160087.21	ENSG00000160087.21.4	ENST00000467339.1	1256335	-	chr1	1
ENSG00000162572.21	ENSG00000162572.21.1	ENST00000379116.10	1280436	+	chr1	3
ENSG00000162572.21	ENSG00000162572.21.1	ENST00000379101.8	1280472	+	chr1	3
ENSG00000162572.21	ENSG00000162572.21.1	ENST00000338555.6	1280588	+	chr1	3
ENSG00000162572.21	ENSG00000162572.21.2	ENST00000400928.7	1281224	+	chr1	1
ENSG00000162572.21	ENSG00000162572.21.3	ENST00000470022.1	1281925	+	chr1	1
ENSG00000162572.21	ENSG00000162572.21.4	ENST00000325425.12	1282109	+	chr1	2
ENSG00000162572.21	ENSG00000162572.21.4	ENST00000467651.2	1282164	+	chr1	2
ENSG00000162572.21	ENSG00000162572.21.5	ENST00000379099.3	1287109	+	chr1	1
ENSG00000131584.19	ENSG00000131584.19.1	ENST00000472541.5	1309609	-	chr1	1
ENSG00000131584.19	ENSG00000131584.19.2	ENST00000354700.10	1307930	-	chr1	4
ENSG00000131584.19	ENSG00000131584.19.2	ENST00000479108.5	1307830	-	chr1	4
ENSG00000131584.19	ENSG00000131584.19.2	ENST00000354980.7	1307821	-	chr1	4
ENSG00000131584.19	ENSG00000131584.19.2	ENST00000438966.1	1307818	-	chr1	4
ENSG00000131584.19	ENSG00000131584.19.3	ENST00000492936.5	1305929	-	chr1	1
ENSG00000131584.19	ENSG00000131584.19.4	ENST00000478065.5	1304901	-	chr1	1
ENSG00000131584.19	ENSG00000131584.19.5	ENST00000353662.4	1303260	-	chr1	1
ENSG00000131584.19	ENSG00000131584.19.6	ENST00000476572.1	1299617	-	chr1	1
ENSG00000131584.19	ENSG00000131584.19.7	ENST00000467278.5	1298955	-	chr1	1
ENSG00000131584.19	ENSG00000131584.19.8	ENST00000379037.6	1298265	-	chr1	2
ENSG00000131584.19	ENSG00000131584.19.8	ENST00000493992.1	1298241	-	chr1	2
ENSG00000131584.19	ENSG00000131584.19.9	ENST00000470659.1	1295008	-	chr1	1
ENSG00000169972.13	ENSG00000169972.13.1	ENST00000379031.10	1308597	+	chr1	2
ENSG00000169972.13	ENSG00000169972.13.1	ENST00000470520.5	1308611	+	chr1	2
ENSG00000169972.13	ENSG00000169972.13.2	ENST00000463758.1	1308788	+	chr1	2
ENSG00000169972.13	ENSG00000169972.13.2	ENST00000467712.1	1308821	+	chr1	2
ENSG00000169972.13	ENSG00000169972.13.3	ENST00000706601.1	1309172	+	chr1	2
ENSG00000169972.13	ENSG00000169972.13.3	ENST00000493657.1	1309235	+	chr1	2
ENSG00000169972.13	ENSG00000169972.13.4	ENST00000706602.1	1310176	+	chr1	1
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000498173.2	1324687	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000545578.5	1324687	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000540437.5	1324687	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000620829.4	1324687	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000411962.5	1324673	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000527719.5	1324671	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000534345.5	1324671	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000450926.6	1324670	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000429572.5	1324666	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000527098.5	1324666	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000526332.5	1324660	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000435064.6	1324660	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000498476.6	1324660	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000531019.5	1324660	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000530031.5	1324659	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000530233.1	1324658	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000493534.6	1324658	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000526797.5	1324658	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000526904.5	1324658	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000419704.5	1324653	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000458452.7	1324650	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000490853.5	1324649	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000528879.5	1324648	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000532952.5	1324642	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000526113.1	1324637	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000421495.6	1324637	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000434694.6	1324630	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000488042.6	1324629	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000532772.5	1324628	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000430786.5	1324625	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000323275.10	1324621	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000525285.1	1324613	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000496353.1	1324611	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.1	ENST00000470679.3	1324603	-	chr1	34
ENSG00000127054.22	ENSG00000127054.22.2	ENST00000525603.1	1320905	-	chr1	1
ENSG00000127054.22	ENSG00000127054.22.3	ENST00000531377.5	1319346	-	chr1	1
ENSG00000127054.22	ENSG00000127054.22.4	ENST00000462432.5	1317450	-	chr1	1
ENSG00000127054.22	ENSG00000127054.22.5	ENST00000533916.5	1315697	-	chr1	3
ENSG00000127054.22	ENSG00000127054.22.5	ENST00000527383.5	1315608	-	chr1	3
ENSG00000127054.22	ENSG00000127054.22.5	ENST00000467408.6	1315601	-	chr1	3
ENSG00000127054.22	ENSG00000127054.22.6	ENST00000470030.6	1315433	-	chr1	1
ENSG00000127054.22	ENSG00000127054.22.7	ENST00000478641.5	1315170	-	chr1	2
ENSG00000127054.22	ENSG00000127054.22.7	ENST00000531020.1	1315141	-	chr1	2
ENSG00000127054.22	ENSG00000127054.22.8	ENST00000531292.5	1314664	-	chr1	1
ENSG00000127054.22	ENSG00000127054.22.9	ENST00000485710.5	1313825	-	chr1	4
ENSG00000127054.22	ENSG00000127054.22.9	ENST00000461514.6	1313780	-	chr1	4
ENSG00000127054.22	ENSG00000127054.22.9	ENST00000525164.5	1313765	-	chr1	4
ENSG00000127054.22	ENSG00000127054.22.9	ENST00000525769.5	1313750	-	chr1	4
ENSG00000127054.22	ENSG00000127054.22.10	ENST00000497304.6	1312700	-	chr1	1
ENSG00000224051.7	ENSG00000224051.7.1	ENST00000464957.1	1324756	+	chr1	2
ENSG00000224051.7	ENSG00000224051.7.1	ENST00000343938.9	1324802	+	chr1	2
ENSG00000224051.7	ENSG00000224051.7.2	ENST00000488011.1	1325241	+	chr1	1
ENSG00000169962.5	ENSG00000169962.5.1	ENST00000339381.6	1331280	+	chr1	1
ENSG00000107404.21	ENSG00000107404.21.1	ENST00000378888.10	1349418	-	chr1	1
ENSG00000107404.21	ENSG00000107404.21.2	ENST00000378891.9	1349112	-	chr1	1
ENSG00000107404.21	ENSG00000107404.21.3	ENST00000472445.1	1348955	-	chr1	1
ENSG00000107404.21	ENSG00000107404.21.4	ENST00000633096.1	1340365	-	chr1	1
ENSG00000107404.21	ENSG00000107404.21.5	ENST00000634054.1	1340190	-	chr1	2
ENSG00000107404.21	ENSG00000107404.21.5	ENST00000631679.1	1340052	-	chr1	2
ENSG00000107404.21	ENSG00000107404.21.6	ENST00000632445.1	1339422	-	chr1	1
ENSG00000162576.17	ENSG00000162576.17.1	ENST00000477278.3	1361777	-	chr1	1
ENSG00000162576.17	ENSG00000162576.17.2	ENST00000342753.8	1358794	-	chr1	1
ENSG00000162576.17	ENSG00000162576.17.3	ENST00000309212.11	1358555	-	chr1	2
ENSG00000162576.17	ENSG00000162576.17.3	ENST00000445648.5	1358543	-	chr1	2
ENSG00000162576.17	ENSG00000162576.17.4	ENST00000464351.1	1355512	-	chr1	2
ENSG00000162576.17	ENSG00000162576.17.4	ENST00000460473.1	1355512	-	chr1	2
ENSG00000162576.17	ENSG00000162576.17.5	ENST00000476718.1	1355016	-	chr1	1
ENSG00000162576.17	ENSG00000162576.17.6	ENST00000473097.5	1354474	-	chr1	1
ENSG00000162576.17	ENSG00000162576.17.7	ENST00000474033.5	1354264	-	chr1	2
ENSG00000162576.17	ENSG00000162576.17.7	ENST00000478517.5	1354247	-	chr1	2
ENSG00000175756.14	ENSG00000175756.14.1	ENST00000338338.10	1375207	-	chr1	6
ENSG00000175756.14	ENSG00000175756.14.1	ENST00000378853.3	1375173	-	chr1	6
ENSG00000175756.14	ENSG00000175756.14.1	ENST00000321751.9	1375169	-	chr1	6
ENSG00000175756.14	ENSG00000175756.14.1	ENST00000496905.1	1375159	-	chr1	6
ENSG00000175756.14	ENSG00000175756.14.1	ENST00000338370.7	1375157	-	chr1	6
ENSG00000175756.14	ENSG00000175756.14.1	ENST00000489799.1	1375144	-	chr1	6
ENSG00000221978.13	ENSG00000221978.13.1	ENST00000400809.8	1399335	-	chr1	7
ENSG00000221978.13	ENSG00000221978.13.1	ENST00000488340.5	1399328	-	chr1	7
ENSG00000221978.13	ENSG00000221978.13.1	ENST00000425598.2	1399325	-	chr1	7
ENSG00000221978.13	ENSG00000221978.13.1	chr1_BambuTx2	1399325	-	chr1	7
ENSG00000221978.13	ENSG00000221978.13.1	ENST00000408918.8	1399317	-	chr1	7
ENSG00000221978.13	ENSG00000221978.13.1	ENST00000481223.6	1399311	-	chr1	7
ENSG00000221978.13	ENSG00000221978.13.1	ENST00000496007.5	1399309	-	chr1	7
ENSG00000221978.13	ENSG00000221978.13.2	ENST00000497013.1	1398956	-	chr1	1
ENSG00000221978.13	ENSG00000221978.13.3	ENST00000471930.5	1398366	-	chr1	4
ENSG00000221978.13	ENSG00000221978.13.3	ENST00000482621.5	1398304	-	chr1	4
ENSG00000221978.13	ENSG00000221978.13.3	ENST00000473872.5	1398287	-	chr1	4
ENSG00000221978.13	ENSG00000221978.13.3	ENST00000463895.1	1398287	-	chr1	4
ENSG00000221978.13	ENSG00000221978.13.4	ENST00000469113.5	1392716	-	chr1	1
ENSG00000221978.13	ENSG00000221978.13.5	ENST00000418865.6	1392525	-	chr1	1
ENSG00000221978.13	ENSG00000221978.13.6	ENST00000482365.5	1391754	-	chr1	2
ENSG00000221978.13	ENSG00000221978.13.6	ENST00000505849.5	1391649	-	chr1	2
ENSG00000221978.13	ENSG00000221978.13.7	ENST00000480479.5	1391096	-	chr1	3
ENSG00000221978.13	ENSG00000221978.13.7	ENST00000480646.1	1391004	-	chr1	3
ENSG00000221978.13	ENSG00000221978.13.7	ENST00000492998.5	1390900	-	chr1	3
ENSG00000221978.13	ENSG00000221978.13.8	ENST00000463260.5	1388713	-	chr1	1
ENSG00000242485.6	ENSG00000242485.6.1	ENST00000344843.12	1407293	-	chr1	4
ENSG00000242485.6	ENSG00000242485.6.1	ENST00000482352.1	1407290	-	chr1	4
ENSG00000242485.6	ENSG00000242485.6.1	ENST00000487659.1	1407268	-	chr1	4
ENSG00000242485.6	ENSG00000242485.6.1	ENST00000477686.1	1407235	-	chr1	4
ENSG00000242485.6	ENSG00000242485.6.2	ENST00000492508.1	1406998	-	chr1	1
ENSG00000242485.6	ENSG00000242485.6.3	ENST00000493287.5	1406307	-	chr1	1
ENSG00000235098.9	ENSG00000235098.9.1	ENST00000427211.3	1421769	-	chr1	1
ENSG00000235098.9	ENSG00000235098.9.2	ENST00000520296.5	1421444	-	chr1	1
ENSG00000235098.9	ENSG00000235098.9.3	ENST00000537107.6	1421276	-	chr1	2
ENSG00000235098.9	ENSG00000235098.9.3	ENST00000442470.1	1421260	-	chr1	2
ENSG00000235098.9	ENSG00000235098.9.4	ENST00000454272.2	1421091	-	chr1	1
ENSG00000205116.4	ENSG00000205116.4.1	ENST00000378821.4	1425871	+	chr1	1
ENSG00000179403.12	ENSG00000179403.12.1	ENST00000495558.1	1434861	+	chr1	1
ENSG00000179403.12	ENSG00000179403.12.2	ENST00000338660.5	1435523	+	chr1	1
ENSG00000179403.12	ENSG00000179403.12.3	ENST00000476993.2	1435690	+	chr1	2
ENSG00000179403.12	ENSG00000179403.12.3	ENST00000471398.1	1435735	+	chr1	2
ENSG00000215915.10	ENSG00000215915.10.1	ENST00000378785.7	1449689	+	chr1	1
ENSG00000215915.10	ENSG00000215915.10.2	ENST00000475091.2	1449914	+	chr1	1
ENSG00000215915.10	ENSG00000215915.10.3	ENST00000484537.2	1462483	+	chr1	1
ENSG00000160072.20	ENSG00000160072.20.1	ENST00000673477.1	1471765	+	chr1	2
ENSG00000160072.20	ENSG00000160072.20.1	ENST00000308647.8	1471784	+	chr1	2
ENSG00000160072.20	ENSG00000160072.20.2	ENST00000472194.6	1478026	+	chr1	1
ENSG00000160072.20	ENSG00000160072.20.3	ENST00000378736.3	1479049	+	chr1	1
ENSG00000160072.20	ENSG00000160072.20.4	ENST00000485748.5	1483485	+	chr1	1
ENSG00000160072.20	ENSG00000160072.20.5	ENST00000474481.1	1484569	+	chr1	1
ENSG00000197785.14	ENSG00000197785.14.1	ENST00000378756.8	1512162	+	chr1	3
ENSG00000197785.14	ENSG00000197785.14.1	ENST00000672388.1	1512165	+	chr1	3
ENSG00000197785.14	ENSG00000197785.14.1	ENST00000378755.9	1512175	+	chr1	3
ENSG00000197785.14	ENSG00000197785.14.2	ENST00000339113.9	1512385	+	chr1	2
ENSG00000197785.14	ENSG00000197785.14.2	ENST00000536055.6	1512530	+	chr1	2
ENSG00000197785.14	ENSG00000197785.14.3	ENST00000439513.1	1517070	+	chr1	1
ENSG00000197785.14	ENSG00000197785.14.4	ENST00000429957.1	1517621	+	chr1	1
ENSG00000197785.14	ENSG00000197785.14.5	ENST00000400830.4	1523955	+	chr1	1
ENSG00000205090.10	ENSG00000205090.10.1	ENST00000378733.9	1540624	-	chr1	1
ENSG00000205090.10	ENSG00000205090.10.2	ENST00000624426.1	1540350	-	chr1	1
ENSG00000160075.12	ENSG00000160075.12.1	ENST00000291386.4	1574863	-	chr1	1
ENSG00000160075.12	ENSG00000160075.12.2	ENST00000378725.3	1574587	-	chr1	2
ENSG00000160075.12	ENSG00000160075.12.2	ENST00000359060.5	1574584	-	chr1	2
ENSG00000160075.12	ENSG00000160075.12.3	ENST00000378726.1	1546487	-	chr1	1
ENSG00000197530.13	ENSG00000197530.13.1	ENST00000479659.5	1615454	+	chr1	9
ENSG00000197530.13	ENSG00000197530.13.1	ENST00000489635.5	1615496	+	chr1	9
ENSG00000197530.13	ENSG00000197530.13.1	ENST00000355826.10	1615500	+	chr1	9
ENSG00000197530.13	ENSG00000197530.13.1	ENST00000505820.7	1615500	+	chr1	9
ENSG00000197530.13	ENSG00000197530.13.1	ENST00000518681.6	1615500	+	chr1	9
ENSG00000197530.13	ENSG00000197530.13.1	ENST00000520777.6	1615500	+	chr1	9
ENSG00000197530.13	ENSG00000197530.13.1	ENST00000511502.5	1615514	+	chr1	9
ENSG00000197530.13	ENSG00000197530.13.1	ENST00000477990.1	1615516	+	chr1	9
ENSG00000197530.13	ENSG00000197530.13.1	ENST00000514363.1	1615530	+	chr1	9
ENSG00000197530.13	ENSG00000197530.13.2	ENST00000487053.5	1615879	+	chr1	5
ENSG00000197530.13	ENSG00000197530.13.2	ENST00000502470.5	1615887	+	chr1	5
ENSG00000197530.13	ENSG00000197530.13.2	ENST00000378712.5	1615905	+	chr1	5
